state,year,month,drug_type,deaths, deaths
Iowa,2020,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",59.0,59.0
Iowa,2020,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",66.0,66.0
Iowa,2020,December,"Synthetic opioids, excl. methadone (T40.4)",162.0,162.0
Iowa,2020,December,Natural & semi-synthetic opioids (T40.2),54.0,54.0
Iowa,2020,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",207.0,207.0
Iowa,2020,December,"Opioids (T40.0-T40.4,T40.6)",213.0,213.0
Iowa,2020,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",60.0,60.0
Iowa,2020,February,Natural & semi-synthetic opioids (T40.2),52.0,52.0
Iowa,2020,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",157.0,157.0
Iowa,2020,February,"Opioids (T40.0-T40.4,T40.6)",167.0,167.0
Iowa,2020,February,"Synthetic opioids, excl. methadone (T40.4)",115.0,115.0
Iowa,2020,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",56.0,56.0
Iowa,2020,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",142.0,142.0
Iowa,2020,January,"Opioids (T40.0-T40.4,T40.6)",153.0,153.0
Iowa,2020,January,Natural & semi-synthetic opioids (T40.2),49.0,49.0
Iowa,2020,January,"Synthetic opioids, excl. methadone (T40.4)",103.0,103.0
Iowa,2020,July,Natural & semi-synthetic opioids (T40.2),51.0,51.0
Iowa,2020,July,"Opioids (T40.0-T40.4,T40.6)",197.0,197.0
Iowa,2020,July,"Synthetic opioids, excl. methadone (T40.4)",148.0,148.0
Iowa,2020,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",190.0,190.0
Iowa,2020,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",60.0,60.0
Iowa,2020,June,"Opioids (T40.0-T40.4,T40.6)",196.0,196.0
Iowa,2020,June,Natural & semi-synthetic opioids (T40.2),54.0,54.0
Iowa,2020,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",188.0,188.0
Iowa,2020,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",62.0,62.0
Iowa,2020,June,"Synthetic opioids, excl. methadone (T40.4)",144.0,144.0
Iowa,2020,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",160.0,160.0
Iowa,2020,March,"Opioids (T40.0-T40.4,T40.6)",169.0,169.0
Iowa,2020,March,"Synthetic opioids, excl. methadone (T40.4)",119.0,119.0
Iowa,2020,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",60.0,60.0
Iowa,2020,March,Natural & semi-synthetic opioids (T40.2),52.0,52.0
Iowa,2020,May,Natural & semi-synthetic opioids (T40.2),55.0,55.0
Iowa,2020,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",62.0,62.0
Iowa,2020,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",180.0,180.0
Iowa,2020,May,"Opioids (T40.0-T40.4,T40.6)",189.0,189.0
Iowa,2020,May,"Synthetic opioids, excl. methadone (T40.4)",136.0,136.0
Iowa,2020,November,"Synthetic opioids, excl. methadone (T40.4)",161.0,161.0
Iowa,2020,November,Natural & semi-synthetic opioids (T40.2),56.0,56.0
Iowa,2020,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",67.0,67.0
Iowa,2020,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",206.0,206.0
Iowa,2020,November,"Opioids (T40.0-T40.4,T40.6)",214.0,214.0
Iowa,2020,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",67.0,67.0
Iowa,2020,October,"Opioids (T40.0-T40.4,T40.6)",209.0,209.0
Iowa,2020,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",201.0,201.0
Iowa,2020,October,"Synthetic opioids, excl. methadone (T40.4)",155.0,155.0
Iowa,2020,October,Natural & semi-synthetic opioids (T40.2),56.0,56.0
Iowa,2020,September,"Opioids (T40.0-T40.4,T40.6)",198.0,198.0
Iowa,2020,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",62.0,62.0
Iowa,2020,September,"Synthetic opioids, excl. methadone (T40.4)",148.0,148.0
Iowa,2020,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",192.0,192.0
Iowa,2020,September,Natural & semi-synthetic opioids (T40.2),52.0,52.0
Iowa,2021,February,Natural & semi-synthetic opioids (T40.2),54.0,54.0
Iowa,2021,February,"Synthetic opioids, excl. methadone (T40.4)",162.0,162.0
Iowa,2021,February,"Opioids (T40.0-T40.4,T40.6)",212.0,212.0
Iowa,2021,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",66.0,66.0
Iowa,2021,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",204.0,204.0
Iowa,2021,January,Natural & semi-synthetic opioids (T40.2),56.0,56.0
Iowa,2021,January,"Opioids (T40.0-T40.4,T40.6)",220.0,220.0
Iowa,2021,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",69.0,69.0
Iowa,2021,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",213.0,213.0
Iowa,2021,January,"Synthetic opioids, excl. methadone (T40.4)",165.0,165.0
Iowa,2021,March,"Opioids (T40.0-T40.4,T40.6)",221.0,221.0
Iowa,2021,March,Natural & semi-synthetic opioids (T40.2),56.0,56.0
Iowa,2021,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",213.0,213.0
Iowa,2021,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",68.0,68.0
Iowa,2021,March,"Synthetic opioids, excl. methadone (T40.4)",173.0,173.0
Illinois,2015,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",458.0,458.0
Illinois,2015,April,Natural & semi-synthetic opioids (T40.2),245.0,245.0
Illinois,2015,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",344.0,344.0
Illinois,2015,April,"Opioids (T40.0-T40.4,T40.6)",1285.0,1285.0
Illinois,2015,April,"Synthetic opioids, excl. methadone (T40.4)",143.0,143.0
Illinois,2015,August,"Synthetic opioids, excl. methadone (T40.4)",176.0,176.0
Illinois,2015,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",337.0,337.0
Illinois,2015,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",478.0,478.0
Illinois,2015,August,"Opioids (T40.0-T40.4,T40.6)",1324.0,1324.0
Illinois,2015,August,Natural & semi-synthetic opioids (T40.2),250.0,250.0
Illinois,2015,December,"Synthetic opioids, excl. methadone (T40.4)",277.0,277.0
Illinois,2015,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",582.0,582.0
Illinois,2015,December,"Opioids (T40.0-T40.4,T40.6)",1419.0,1419.0
Illinois,2015,December,Natural & semi-synthetic opioids (T40.2),263.0,263.0
Illinois,2015,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",346.0,346.0
Illinois,2015,July,"Opioids (T40.0-T40.4,T40.6)",1304.0,1304.0
Illinois,2015,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",460.0,460.0
Illinois,2015,July,"Synthetic opioids, excl. methadone (T40.4)",164.0,164.0
Illinois,2015,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",330.0,330.0
Illinois,2015,July,Natural & semi-synthetic opioids (T40.2),244.0,244.0
Illinois,2015,June,"Opioids (T40.0-T40.4,T40.6)",1300.0,1300.0
Illinois,2015,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",451.0,451.0
Illinois,2015,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",324.0,324.0
Illinois,2015,June,"Synthetic opioids, excl. methadone (T40.4)",159.0,159.0
Illinois,2015,June,Natural & semi-synthetic opioids (T40.2),235.0,235.0
Illinois,2015,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",443.0,443.0
Illinois,2015,March,"Synthetic opioids, excl. methadone (T40.4)",136.0,136.0
Illinois,2015,March,Natural & semi-synthetic opioids (T40.2),236.0,236.0
Illinois,2015,March,"Opioids (T40.0-T40.4,T40.6)",1244.0,1244.0
Illinois,2015,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",333.0,333.0
Illinois,2015,May,Natural & semi-synthetic opioids (T40.2),243.0,243.0
Illinois,2015,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",460.0,460.0
Illinois,2015,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",336.0,336.0
Illinois,2015,May,"Synthetic opioids, excl. methadone (T40.4)",155.0,155.0
Illinois,2015,May,"Opioids (T40.0-T40.4,T40.6)",1310.0,1310.0
Illinois,2015,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",556.0,556.0
Illinois,2015,November,Natural & semi-synthetic opioids (T40.2),256.0,256.0
Illinois,2015,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",344.0,344.0
Illinois,2015,November,"Synthetic opioids, excl. methadone (T40.4)",253.0,253.0
Illinois,2015,November,"Opioids (T40.0-T40.4,T40.6)",1404.0,1404.0
Illinois,2015,October,"Synthetic opioids, excl. methadone (T40.4)",241.0,241.0
Illinois,2015,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",551.0,551.0
Illinois,2015,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",351.0,351.0
Illinois,2015,October,"Opioids (T40.0-T40.4,T40.6)",1383.0,1383.0
Illinois,2015,October,Natural & semi-synthetic opioids (T40.2),260.0,260.0
Illinois,2015,September,"Synthetic opioids, excl. methadone (T40.4)",205.0,205.0
Illinois,2015,September,Natural & semi-synthetic opioids (T40.2),253.0,253.0
Illinois,2015,September,"Opioids (T40.0-T40.4,T40.6)",1346.0,1346.0
Illinois,2015,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",342.0,342.0
Illinois,2015,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",510.0,510.0
Illinois,2018,April,"Synthetic opioids, excl. methadone (T40.4)",1438.0,1438.0
Illinois,2018,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1798.0,1798.0
Illinois,2018,April,Natural & semi-synthetic opioids (T40.2),459.0,459.0
Illinois,2018,April,"Opioids (T40.0-T40.4,T40.6)",2238.0,2238.0
Illinois,2018,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",602.0,602.0
Illinois,2018,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1925.0,1925.0
Illinois,2018,August,Natural & semi-synthetic opioids (T40.2),429.0,429.0
Illinois,2018,August,"Synthetic opioids, excl. methadone (T40.4)",1598.0,1598.0
Illinois,2018,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",564.0,564.0
Illinois,2018,August,"Opioids (T40.0-T40.4,T40.6)",2285.0,2285.0
Illinois,2018,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1895.0,1895.0
Illinois,2018,December,"Opioids (T40.0-T40.4,T40.6)",2193.0,2193.0
Illinois,2018,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",540.0,540.0
Illinois,2018,December,"Synthetic opioids, excl. methadone (T40.4)",1593.0,1593.0
Illinois,2018,December,Natural & semi-synthetic opioids (T40.2),404.0,404.0
Illinois,2018,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1678.0,1678.0
Illinois,2018,February,Natural & semi-synthetic opioids (T40.2),467.0,467.0
Illinois,2018,February,"Synthetic opioids, excl. methadone (T40.4)",1310.0,1310.0
Illinois,2018,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",593.0,593.0
Illinois,2018,February,"Opioids (T40.0-T40.4,T40.6)",2181.0,2181.0
Illinois,2018,January,Natural & semi-synthetic opioids (T40.2),482.0,482.0
Illinois,2018,January,"Synthetic opioids, excl. methadone (T40.4)",1286.0,1286.0
Illinois,2018,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",607.0,607.0
Illinois,2018,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1668.0,1668.0
Illinois,2018,January,"Opioids (T40.0-T40.4,T40.6)",2198.0,2198.0
Illinois,2018,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1948.0,1948.0
Illinois,2018,July,"Synthetic opioids, excl. methadone (T40.4)",1605.0,1605.0
Illinois,2018,July,Natural & semi-synthetic opioids (T40.2),449.0,449.0
Illinois,2018,July,"Opioids (T40.0-T40.4,T40.6)",2325.0,2325.0
Illinois,2018,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",588.0,588.0
Illinois,2018,June,"Opioids (T40.0-T40.4,T40.6)",2292.0,2292.0
Illinois,2018,June,"Synthetic opioids, excl. methadone (T40.4)",1535.0,1535.0
Illinois,2018,June,Natural & semi-synthetic opioids (T40.2),455.0,455.0
Illinois,2018,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1894.0,1894.0
Illinois,2018,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",601.0,601.0
Illinois,2018,March,Natural & semi-synthetic opioids (T40.2),462.0,462.0
Illinois,2018,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",597.0,597.0
Illinois,2018,March,"Synthetic opioids, excl. methadone (T40.4)",1371.0,1371.0
Illinois,2018,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1741.0,1741.0
Illinois,2018,March,"Opioids (T40.0-T40.4,T40.6)",2212.0,2212.0
Illinois,2018,May,"Opioids (T40.0-T40.4,T40.6)",2283.0,2283.0
Illinois,2018,May,"Synthetic opioids, excl. methadone (T40.4)",1497.0,1497.0
Illinois,2018,May,Natural & semi-synthetic opioids (T40.2),458.0,458.0
Illinois,2018,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1860.0,1860.0
Illinois,2018,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",598.0,598.0
Illinois,2018,November,"Synthetic opioids, excl. methadone (T40.4)",1566.0,1566.0
Illinois,2018,November,"Opioids (T40.0-T40.4,T40.6)",2179.0,2179.0
Illinois,2018,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",538.0,538.0
Illinois,2018,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1870.0,1870.0
Illinois,2018,November,Natural & semi-synthetic opioids (T40.2),404.0,404.0
Illinois,2018,October,Natural & semi-synthetic opioids (T40.2),404.0,404.0
Illinois,2018,October,"Opioids (T40.0-T40.4,T40.6)",2224.0,2224.0
Illinois,2018,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1890.0,1890.0
Illinois,2018,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",539.0,539.0
Illinois,2018,October,"Synthetic opioids, excl. methadone (T40.4)",1586.0,1586.0
Illinois,2018,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1875.0,1875.0
Illinois,2018,September,Natural & semi-synthetic opioids (T40.2),416.0,416.0
Illinois,2018,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",546.0,546.0
Illinois,2018,September,"Opioids (T40.0-T40.4,T40.6)",2224.0,2224.0
Illinois,2018,September,"Synthetic opioids, excl. methadone (T40.4)",1563.0,1563.0
Illinois,2019,April,Natural & semi-synthetic opioids (T40.2),369.0,369.0
Illinois,2019,April,"Synthetic opioids, excl. methadone (T40.4)",1538.0,1538.0
Illinois,2019,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1805.0,1805.0
Illinois,2019,April,"Opioids (T40.0-T40.4,T40.6)",2064.0,2064.0
Illinois,2019,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",472.0,472.0
Illinois,2019,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1894.0,1894.0
Illinois,2019,August,"Opioids (T40.0-T40.4,T40.6)",2126.0,2126.0
Illinois,2019,August,"Synthetic opioids, excl. methadone (T40.4)",1619.0,1619.0
Illinois,2019,August,Natural & semi-synthetic opioids (T40.2),398.0,398.0
Illinois,2019,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",518.0,518.0
Illinois,2019,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",541.0,541.0
Illinois,2019,December,Natural & semi-synthetic opioids (T40.2),413.0,413.0
Illinois,2019,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1992.0,1992.0
Illinois,2019,December,"Opioids (T40.0-T40.4,T40.6)",2232.0,2232.0
Illinois,2019,December,"Synthetic opioids, excl. methadone (T40.4)",1714.0,1714.0
Illinois,2019,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",520.0,520.0
Illinois,2019,February,"Synthetic opioids, excl. methadone (T40.4)",1565.0,1565.0
Illinois,2019,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1859.0,1859.0
Illinois,2019,February,"Opioids (T40.0-T40.4,T40.6)",2127.0,2127.0
Illinois,2019,February,Natural & semi-synthetic opioids (T40.2),398.0,398.0
Illinois,2019,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",529.0,529.0
Illinois,2019,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1874.0,1874.0
Illinois,2019,January,"Synthetic opioids, excl. methadone (T40.4)",1575.0,1575.0
Illinois,2019,January,"Opioids (T40.0-T40.4,T40.6)",2158.0,2158.0
Illinois,2019,January,Natural & semi-synthetic opioids (T40.2),401.0,401.0
Illinois,2019,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1837.0,1837.0
Illinois,2019,July,"Opioids (T40.0-T40.4,T40.6)",2078.0,2078.0
Illinois,2019,July,"Synthetic opioids, excl. methadone (T40.4)",1568.0,1568.0
Illinois,2019,July,Natural & semi-synthetic opioids (T40.2),378.0,378.0
Illinois,2019,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",491.0,491.0
Illinois,2019,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1853.0,1853.0
Illinois,2019,June,"Opioids (T40.0-T40.4,T40.6)",2111.0,2111.0
Illinois,2019,June,"Synthetic opioids, excl. methadone (T40.4)",1590.0,1590.0
Illinois,2019,June,Natural & semi-synthetic opioids (T40.2),374.0,374.0
Illinois,2019,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",478.0,478.0
Illinois,2019,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1825.0,1825.0
Illinois,2019,March,"Synthetic opioids, excl. methadone (T40.4)",1552.0,1552.0
Illinois,2019,March,Natural & semi-synthetic opioids (T40.2),379.0,379.0
Illinois,2019,March,"Opioids (T40.0-T40.4,T40.6)",2090.0,2090.0
Illinois,2019,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",493.0,493.0
Illinois,2019,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1844.0,1844.0
Illinois,2019,May,"Synthetic opioids, excl. methadone (T40.4)",1581.0,1581.0
Illinois,2019,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",479.0,479.0
Illinois,2019,May,"Opioids (T40.0-T40.4,T40.6)",2104.0,2104.0
Illinois,2019,May,Natural & semi-synthetic opioids (T40.2),374.0,374.0
Illinois,2019,November,"Opioids (T40.0-T40.4,T40.6)",2179.0,2179.0
Illinois,2019,November,"Synthetic opioids, excl. methadone (T40.4)",1675.0,1675.0
Illinois,2019,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1941.0,1941.0
Illinois,2019,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",518.0,518.0
Illinois,2019,November,Natural & semi-synthetic opioids (T40.2),397.0,397.0
Illinois,2019,October,Natural & semi-synthetic opioids (T40.2),398.0,398.0
Illinois,2019,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1910.0,1910.0
Illinois,2019,October,"Opioids (T40.0-T40.4,T40.6)",2137.0,2137.0
Illinois,2019,October,"Synthetic opioids, excl. methadone (T40.4)",1637.0,1637.0
Illinois,2019,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",516.0,516.0
Illinois,2019,September,"Opioids (T40.0-T40.4,T40.6)",2152.0,2152.0
Illinois,2019,September,Natural & semi-synthetic opioids (T40.2),399.0,399.0
Illinois,2019,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1923.0,1923.0
Illinois,2019,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",522.0,522.0
Illinois,2019,September,"Synthetic opioids, excl. methadone (T40.4)",1641.0,1641.0
Illinois,2020,April,"Opioids (T40.0-T40.4,T40.6)",2586.0,2586.0
Illinois,2020,April,"Synthetic opioids, excl. methadone (T40.4)",2020.0,2020.0
Illinois,2020,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2355.0,2355.0
Illinois,2020,April,Natural & semi-synthetic opioids (T40.2),495.0,495.0
Illinois,2020,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",659.0,659.0
Illinois,2020,August,"Opioids (T40.0-T40.4,T40.6)",2914.0,2914.0
Illinois,2020,August,Natural & semi-synthetic opioids (T40.2),523.0,523.0
Illinois,2020,August,"Synthetic opioids, excl. methadone (T40.4)",2361.0,2361.0
Illinois,2020,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2710.0,2710.0
Illinois,2020,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",710.0,710.0
Illinois,2020,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",696.0,696.0
Illinois,2020,December,"Synthetic opioids, excl. methadone (T40.4)",2478.0,2478.0
Illinois,2020,December,Natural & semi-synthetic opioids (T40.2),513.0,513.0
Illinois,2020,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2805.0,2805.0
Illinois,2020,December,"Opioids (T40.0-T40.4,T40.6)",2953.0,2953.0
Illinois,2020,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",591.0,591.0
Illinois,2020,February,Natural & semi-synthetic opioids (T40.2),444.0,444.0
Illinois,2020,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2154.0,2154.0
Illinois,2020,February,"Opioids (T40.0-T40.4,T40.6)",2387.0,2387.0
Illinois,2020,February,"Synthetic opioids, excl. methadone (T40.4)",1847.0,1847.0
Illinois,2020,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",554.0,554.0
Illinois,2020,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2057.0,2057.0
Illinois,2020,January,"Opioids (T40.0-T40.4,T40.6)",2294.0,2294.0
Illinois,2020,January,Natural & semi-synthetic opioids (T40.2),416.0,416.0
Illinois,2020,January,"Synthetic opioids, excl. methadone (T40.4)",1767.0,1767.0
Illinois,2020,July,Natural & semi-synthetic opioids (T40.2),516.0,516.0
Illinois,2020,July,"Opioids (T40.0-T40.4,T40.6)",2866.0,2866.0
Illinois,2020,July,"Synthetic opioids, excl. methadone (T40.4)",2312.0,2312.0
Illinois,2020,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2656.0,2656.0
Illinois,2020,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",702.0,702.0
Illinois,2020,June,"Opioids (T40.0-T40.4,T40.6)",2794.0,2794.0
Illinois,2020,June,Natural & semi-synthetic opioids (T40.2),507.0,507.0
Illinois,2020,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2585.0,2585.0
Illinois,2020,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",696.0,696.0
Illinois,2020,June,"Synthetic opioids, excl. methadone (T40.4)",2236.0,2236.0
Illinois,2020,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2228.0,2228.0
Illinois,2020,March,"Opioids (T40.0-T40.4,T40.6)",2458.0,2458.0
Illinois,2020,March,"Synthetic opioids, excl. methadone (T40.4)",1903.0,1903.0
Illinois,2020,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",620.0,620.0
Illinois,2020,March,Natural & semi-synthetic opioids (T40.2),471.0,471.0
Illinois,2020,May,Natural & semi-synthetic opioids (T40.2),506.0,506.0
Illinois,2020,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",683.0,683.0
Illinois,2020,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2491.0,2491.0
Illinois,2020,May,"Opioids (T40.0-T40.4,T40.6)",2717.0,2717.0
Illinois,2020,May,"Synthetic opioids, excl. methadone (T40.4)",2145.0,2145.0
Illinois,2020,November,"Synthetic opioids, excl. methadone (T40.4)",2469.0,2469.0
Illinois,2020,November,Natural & semi-synthetic opioids (T40.2),529.0,529.0
Illinois,2020,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",718.0,718.0
Illinois,2020,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2822.0,2822.0
Illinois,2020,November,"Opioids (T40.0-T40.4,T40.6)",2985.0,2985.0
Illinois,2020,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",709.0,709.0
Illinois,2020,October,"Opioids (T40.0-T40.4,T40.6)",2941.0,2941.0
Illinois,2020,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2762.0,2762.0
Illinois,2020,October,"Synthetic opioids, excl. methadone (T40.4)",2415.0,2415.0
Illinois,2020,October,Natural & semi-synthetic opioids (T40.2),519.0,519.0
Illinois,2020,September,"Opioids (T40.0-T40.4,T40.6)",2945.0,2945.0
Illinois,2020,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",709.0,709.0
Illinois,2020,September,"Synthetic opioids, excl. methadone (T40.4)",2409.0,2409.0
Illinois,2020,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2754.0,2754.0
Illinois,2020,September,Natural & semi-synthetic opioids (T40.2),522.0,522.0
Illinois,2021,February,Natural & semi-synthetic opioids (T40.2),479.0,479.0
Illinois,2021,February,"Synthetic opioids, excl. methadone (T40.4)",2467.0,2467.0
Illinois,2021,February,"Opioids (T40.0-T40.4,T40.6)",2894.0,2894.0
Illinois,2021,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",651.0,651.0
